Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split,False_Positives
aunt,s,unconscious_bias,gender_identity,gender_identity,"['pibling', 'they', 'piblings', ""parent's sibling(...)""]","['piblings', ""parent's siblings(...)""]","['pibling', 'they', ""parent's sibling(...)"", 'piblings']",
boy,s,unconscious_bias,gender_identity,gender_identity,"['kid', 'teen', 'child', 'younger person', 'serving staff', 'busser', 'they', 'people', 'team', 'crowd', 'bussing team', 'children', 'man --- if 18+ and self-identifies as male(...)', 'you(...)']","['children', 'people', 'team', 'crowd', 'bussing team', 'you all(...)', 'everyone(...)']","['kid', 'teen', 'child', 'younger person', 'serving staff', 'busser', 'they', 'man --- if 18+ and self-identifies as male(...)', 'you(...)', 'people', 'team', 'crowd', 'bussing team', 'children']",
boyfriend,s,unconscious_bias,gender_identity,gender_identity,"['partner', 'significant other', 'person', 'enbyfriend --- if they identify as non-binary', 'joyfriend', 'they', 'partners', 'significant others', 'enbyfriends --- if they identify as non-binary', 'joyfriends']","['partners', 'significant others', 'enbyfriends --- if they identify as non-binary', 'joyfriends']","['partner', 'significant other', 'person', 'enbyfriend --- if they identify as non-binary', 'joyfriend', 'they', 'partners', 'significant others', 'enbyfriends --- if they identify as non-binary', 'joyfriends']",
brother,s,unconscious_bias,gender_identity,gender_identity,"['sibling', 'siblings']",['siblings'],"['sibling', 'siblings']",
Cervix-haver,s,unconscious_bias,gender_identity,gender_identity,['person with a cervix(...)'],['people with a cervix(...)'],['person with a cervix(...)'],
daughter,s,unconscious_bias,gender_identity,gender_identity,"['child', 'progeny', 'offspring', 'they', 'children', 'progeny', 'offspring']","['children', 'progeny', 'offspring']","['child', 'progeny', 'offspring', 'they', 'children', 'progeny', 'offspring']",
father,s,unconscious_bias,gender_identity,gender_identity,"['parent', 'they', '--- only if self-identifies as male', 'creative team', 'parents', 'creatives', 'creative mind (behind)(...)']","['parents', 'creatives', 'creative team', '--- only if self-identifies as male', 'creative minds (behind)(...)']","['--- only if self-identifies as male', 'parent', 'they', 'creative mind (behind)(...)', 'creative team', 'parents', 'creatives']",genetic father | birth father | biological father
fiancé,s,unconscious_bias,gender_identity,gender_identity,"['betrothed', 'they', 'betrothed']",['betrothed'],"['betrothed', 'they', 'betrothed']",
fiancée,s,unconscious_bias,gender_identity,gender_identity,"['betrothed', 'they', 'betrothed']",['betrothed'],"['betrothed', 'they', 'betrothed']",
gent,s,unconscious_bias,gender_identity,gender_identity,"['you', 'person', 'individual', 'you', 'folks', 'people', 'everyone']","['you', 'folks', 'people', 'everyone']","['you', 'person', 'individual', 'you', 'folks', 'people', 'everyone']",
gentleman,s,unconscious_bias,gender_identity,gender_identity,"['man --- if 18+ and self-identifies as male', 'you', 'individual', 'polite person', 'well-mannered individual', 'you', 'folks', 'people', 'everyone']","['you', 'folks', 'people', 'everyone']","['man --- if 18+ and self-identifies as male', 'you', 'individual', 'polite person', 'well-mannered individual', 'you', 'folks', 'people', 'everyone']",
girl,s,unconscious_bias,gender_identity,gender_identity,"['kid', 'teen', 'child', 'younger person', 'they', 'people', 'team', 'crowd', 'bussing team', 'service team', 'children', 'woman --- if 18+ and self-identifies as female(...)']","['children', 'people', 'team', 'crowd', 'bussing team', 'service team']","['kid', 'teen', 'child', 'younger person', 'they', 'woman --- if 18+ and self-identifies as female(...)', 'people', 'team', 'crowd', 'bussing team', 'service team', 'children']",
girlfriend,s,unconscious_bias,gender_identity,gender_identity,"['partner', 'significant other', 'person', 'enbyfriend --- if they identify as non-binary', 'joyfriend', 'they', 'partners', 'significant others', 'enbyfriends --- if they identify as non-binary', 'joyfriends']","['partners', 'significant others', 'enbyfriends --- if they identify as non-binary', 'joyfriends']","['partner', 'significant other', 'person', 'enbyfriend --- if they identify as non-binary', 'joyfriend', 'they', 'partners', 'significant others', 'enbyfriends --- if they identify as non-binary', 'joyfriends']",
granddaughter,s,unconscious_bias,gender_identity,gender_identity,"['grandchild', 'they', 'grandchildren']",['grandchildren'],"['grandchild', 'they', 'grandchildren']",
grandmother,s,unconscious_bias,gender_identity,gender_identity,"['grandy', 'grandparent', 'they', 'grandies', 'grandparents']","['grandies', 'grandparents']","['grandy', 'grandparent', 'they', 'grandies', 'grandparents']",
grandson,s,unconscious_bias,gender_identity,gender_identity,"['grandchild', 'they', 'grandchildren']",['grandchildren'],"['grandchild', 'they', 'grandchildren']",
hermaphrodite,s,unconscious_bias,gender_identity,gender_identity,"['intersex person(...)', 'person with intersex condition(...)', 'gender non-conforming person --- for a person not conforming with expected gender expression(...)', 'genderfluid person(...)']","['intersex people(...)', 'people with intersex condition(...)', 'gender non-conforming people --- for people not conforming with expected gender norms(...)', 'genderfluid people(...)']","['intersex person(...)', 'person with intersex condition(...)', 'gender non-conforming person --- for a person not conforming with expected gender expression(...)', 'genderfluid person(...)']",
husband,s,unconscious_bias,gender_identity,gender_identity,"['spouse', 'marital partner', 'life partner', 'partner', 'significant other', 'better half', 'domestic partner', 'married person', 'spouses', 'marital partners', 'life partners', 'partners', 'significant others', 'better halves', 'domestic partners', 'married people']","['spouses', 'marital partners', 'life partners', 'partners', 'significant others', 'better halves', 'domestic partners', 'married people']","['spouse', 'marital partner', 'life partner', 'partner', 'significant other', 'better half', 'domestic partner', 'married person', 'spouses', 'marital partners', 'life partners', 'partners', 'significant others', 'better halves', 'domestic partners', 'married people']",
kinsman,s,unconscious_bias,gender_identity,gender_identity,"['relative', 'family member', 'relatives', 'family members', 'someone related by birth(...)', 'family member who identifies as male(...)']","['relatives', 'family members', 'people related by birth(...)', 'family members who identify as male(...)']","['relative', 'family member', 'someone related by birth(...)', 'family member who identifies as male(...)', 'relatives', 'family members']",
lady,s,unconscious_bias,gender_identity,gender_identity,"['woman', 'you', 'polite person', 'well-mannered individual', 'team', 'folks', 'polite people', 'friends', 'you all', 'everyone']","['folks', 'polite people', 'friends', 'you all', 'everyone', 'team']","['woman', 'you', 'polite person', 'well-mannered individual', 'team', 'folks', 'polite people', 'friends', 'you all', 'everyone']",
menstruator,s,unconscious_bias,gender_identity,gender_identity,['individual with monthly bleeding(...)'],['individuals with monthly bleeding(...)'],['individual with monthly bleeding(...)'],
mother,s,unconscious_bias,gender_identity,gender_identity,"['parent', 'they', 'genetic mother', 'birth mother', '--- only if self-identifies as such', 'parents', 'creatives', 'creative mind (behind)(...)']","['parents', 'creatives', '--- only if self-identifies as such', 'creative minds (behind)(...)']","['--- only if self-identifies as such', 'parent', 'they', 'genetic mother', 'birth mother', 'creative mind (behind)(...)', 'parents', 'creatives']",genetic mother | birth mother | camp mother
sister,s,unconscious_bias,gender_identity,gender_identity,"['sibling', 'siblings']",['siblings'],"['sibling', 'siblings']",
son,s,unconscious_bias,gender_identity,gender_identity,"['child', 'offspring', 'progeny', 'they', 'children', 'offspring', 'progeny']","['children', 'offspring', 'progeny']","['child', 'offspring', 'progeny', 'they', 'children', 'offspring', 'progeny']",biological son | genetic son
trans-man,s,unconscious_bias,gender_identity,gender_identity,"['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']","['men', 'trans people', 'men who were assigned female at birth', 'trans community']","['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']",
trans-woman,s,unconscious_bias,gender_identity,gender_identity,"['woman', 'trans person', 'woman who was assigned male at birth', 'womxn --- UK', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']","['women', 'trans people', 'women who were assigned male at birth', 'trans community']","['woman', 'trans person', 'woman who was assigned male at birth', 'womxn --- UK', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']",
uncle,s,unconscious_bias,gender_identity,gender_identity,"['pibling', 'they', 'piblings', ""parent's sibling(...)""]","['piblings', ""parent's siblings(...)"", ""parents' siblings(...)""]","['pibling', 'they', ""parent's sibling(...)"", 'piblings']",
uterus-havers,s,unconscious_bias,gender_identity,gender_identity,['person with a uterus(...)'],['individuals with a uterus(...)'],['person with a uterus(...)'],
woman,s,unconscious_bias,gender_identity,gender_identity,"['person', 'adult', 'individual', 'you', 'people', 'team', 'crowd', 'all', 'you all', 'persons', 'everyone', 'person who self-identifies as female(...)', 'person who presents themselves in a culturally feminine way(...)']","['people', 'team', 'crowd', 'all', 'you all', 'persons', 'everyone', 'people who self-identify as female(...)', 'poeple who present themselves in a culturally feminine way(...)']","['person', 'adult', 'individual', 'you', 'person who self-identifies as female(...)', 'person who presents themselves in a culturally feminine way(...)', 'people', 'team', 'crowd', 'all', 'you all', 'persons', 'everyone']",
AIDS victim,|s,unconscious_bias,medical_state,medical_state,"['person with AIDS(...)', 'person living with HIV(...)']",['people with AIDS(...)'],"['person with AIDS(...)', 'person living with HIV(...)']",
alcoholic,s,unconscious_bias,medical_state,medical_state,"['person with alcohol use disorder(...)', 'individual who misuses alcohol(...)', 'someone who engages in unhealthy alcohol use(...)', 'person who engages in hazardous alcohol use(...)']","['people with alcohol use disorder(...)', 'individuals who misuse alcohol(...)', 'people who engage in unhealthy alcohol use(...)', 'people who engage in hazardous alcohol use(...)']","['person with alcohol use disorder(...)', 'individual who misuses alcohol(...)', 'someone who engages in unhealthy alcohol use(...)', 'person who engages in hazardous alcohol use(...)']",
cretin,s,unconscious_bias,medical_state,medical_state,"['hypothyroidism', 'person with learning difficulties due to congenital thyroid deficiency(...)', 'ignorant person(...)', 'lacking understanding(...)', 'lacking impulse control(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['hypothyroidism', 'people with learning difficulties due to congenital thyroid deficiency(...)', 'oblivious(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)']","['hypothyroidism', 'person with learning difficulties due to congenital thyroid deficiency(...)', 'ignorant person(...)', 'lacking understanding(...)', 'lacking impulse control(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']",
deformity,s,unconscious_bias,medical_state,medical_state,"['dysmorphic feature', 'dysmorphism', 'dysmorphic features']","['dysmorphic features', 'dysmorphism']","['dysmorphism', 'dysmorphic feature', 'dysmorphic features']",
disfigurement,s,unconscious_bias,medical_state,medical_state,"['dysmorphic feature', 'dysmorphism', 'dysmorphic features']","['dysmorphic features', 'dysmorphism']","['dysmorphism', 'dysmorphic feature', 'dysmorphic features']",
druggie,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']",
epileptic,s,unconscious_bias,medical_state,medical_state,"['person who has epileptic seizures(...)', 'someone with epilepsy(...)']",['people who has epileptic seizures(...)'],"['person who has epileptic seizures(...)', 'someone with epilepsy(...)']",epileptic seizure | epileptic episode | epileptic seizures | epileptic episodes
flid,s,unconscious_bias,medical_state,medical_state,['person with phocomelia(...)'],['people with phocomelia(...)'],['person with phocomelia(...)'],
habit,s,unconscious_bias,medical_state,medical_state,"['substance use disorder', 'substance use disorder (SUD)', '--- referring to substance use']",['--- referring to substance use'],"['--- referring to substance use', 'substance use disorder', 'substance use disorder (SUD)']",
harelip,s,unconscious_bias,medical_state,medical_state,"['cleft lip', 'cleft palate', 'cleft lip and palate', 'cleft lips', 'cleft palates', 'cleft lips and palates']","['cleft lips', 'cleft palates', 'cleft lips and palates']","['cleft lip', 'cleft palate', 'cleft lip and palate', 'cleft lips', 'cleft palates', 'cleft lips and palates']",
junkie,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']",
midget,s,unconscious_bias,medical_state,medical_state,"['person with restricted growth(...)', 'person of short stature(...)']","['persons with restricted growth(...)', 'persons of short stature(...)']","['person with restricted growth(...)', 'person of short stature(...)']",
mong,s,unconscious_bias,medical_state,medical_state,"['person with Down Syndrome(...)', 'person with Trisomy 21(...)']","['people with Down Syndrome(...)', 'people with Trisomy 21(...)']","['person with Down Syndrome(...)', 'person with Trisomy 21(...)']",
mongol,s,unconscious_bias,medical_state,medical_state,"['person with Down Syndrome(...)', 'person with Trisomy 21(...)']","['people with Down Syndrome(...)', 'people with Trisomy 21(...)']","['person with Down Syndrome(...)', 'person with Trisomy 21(...)']",
mongoloid,s,unconscious_bias,medical_state,medical_state,"['person with Down Syndrome(...)', 'person with Trisomy 21(...)']","['people with Down Syndrome(...)', 'people with Trisomy 21(...)']","['person with Down Syndrome(...)', 'person with Trisomy 21(...)']",
moron,s,unconscious_bias,medical_state,medical_state,"['person with mental impairment(...)', 'person with psychiatric disabilities(...)', 'person with intellectual impairment(...)', 'person with a learning disability(...)', 'oblivious person(...)', 'ignorant person(...)', 'someone lacking understanding(...)', 'reckless person(...)', 'someone who acts silly(...)']","['people with mental impairments(...)', 'people with psychiatric disabilities(...)', 'people with intellectual impairments(...)', 'people with learning disabilities(...)', 'oblivious people(...)', 'ignorant people(...)', 'people lacking understanding(...)', 'reckless people(...)', 'people who act silly(...)']","['person with mental impairment(...)', 'person with psychiatric disabilities(...)', 'person with intellectual impairment(...)', 'person with a learning disability(...)', 'oblivious person(...)', 'ignorant person(...)', 'someone lacking understanding(...)', 'reckless person(...)', 'someone who acts silly(...)']",
spaz,s,unconscious_bias,medical_state,medical_state,"['person with cerebral palsy(...)', 'person who is klutzy(...)', 'clumsy person(...)', 'forgetful person(...)', 'someone who lacks impulse control(...)', 'reckless person(...)']","['people with cerebral palsy(...)', 'people who is klutzy(...)', 'clumsy people(...)', 'forgetful people(...)', 'people who lack impulse control(...)', 'reckless people(...)']","['person with cerebral palsy(...)', 'person who is klutzy(...)', 'clumsy person(...)', 'forgetful person(...)', 'someone who lacks impulse control(...)', 'reckless person(...)']",
stutterer,s,unconscious_bias,medical_state,medical_state,"['person with a speech impairment(...)', 'person with a communication disability(...)', 'nervous(...)', 'anxious(...)']","['people with a speech impairment(...)', 'people with a communication disability(...)']","['person with a speech impairment(...)', 'person with a communication disability(...)', 'nervous(...)', 'anxious(...)']",
workaholic,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['person in need of work-life balance(...)', 'person who puts work first(...)', 'someone in danger of burnout(...)', 'person who works excessively and compulsively(...)', 'person unable to disengage from work(...)']","['people in need of work-life balance(...)', 'people who put work first(...)', 'people in danger of burnout(...)', 'people who work excessively and compulsively(...)', 'people unable to disengage from work(...)']","['person in need of work-life balance(...)', 'person who puts work first(...)', 'someone in danger of burnout(...)', 'person who works excessively and compulsively(...)', 'person unable to disengage from work(...)']",
ghetto,s,unconscious_bias,migration,migration,"['((use neighborhood name))', 'marginalized urban community', 'low-income neighborhood', 'under-served city population', '((use neighborhood names))', 'marginalized urban communities', 'low-income neighborhoods', 'under-served city populations', 'residential area created through reinforced settlement policies aiming to segregate based on concepts, such as race, religion, class, culture, or ethnicity(...)']","['((use neighborhood names))', 'marginalized urban communities', 'low-income neighborhoods', 'under-served city populations', 'residential areas created through reinforced settlement policies aiming to segregate based on concepts, such as race, religion, class, culture, or ethnicity(...)']","['((use neighborhood name))', 'marginalized urban community', 'low-income neighborhood', 'under-served city population', 'residential area created through reinforced settlement policies aiming to segregate based on concepts, such as race, religion, class, culture, or ethnicity(...)', '((use neighborhood names))', 'marginalized urban communities', 'low-income neighborhoods', 'under-served city populations']",
illegal,s,unconscious_bias,migration,migration,"['undocumented person', 'irregular migrant', 'non-documented migrant', 'undocumented people', 'irregular migrants', 'non-documented migrants', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)']","['undocumented people', 'irregular migrants', 'non-documented migrants', 'people with a migration background(...)', 'individuals who have migrated into their present country of residence(...)']","['undocumented person', 'irregular migrant', 'non-documented migrant', 'person with a migratory background(...)', 'person who has migrated into their present country of residence(...)', 'undocumented people', 'irregular migrants', 'non-documented migrants']",
immigrant,s,unconscious_bias,migration,migration,"['person with a migratory background(...)', 'someone who migrated into their present country of residence(...)', 'person in search of a better life(...)', 'person in search of the American Dream(...)', 'person who has at least one parent who entered their present country of residence as a migrant(...)']","['people with a migratory background(...)', 'people who have migrated into their present country of residence(...)', 'people in search of a better life(...)', 'people in search of the American Dream(...)', 'people who have at least one parent who entered their present country of residence as a migrant(...)']","['person with a migratory background(...)', 'someone who migrated into their present country of residence(...)', 'person in search of a better life(...)', 'person in search of the American Dream(...)', 'person who has at least one parent who entered their present country of residence as a migrant(...)']",
latina,s,unconscious_bias,migration,migration,"['Latinx --- pronounced La-teen-ex (US)', 'Latine', '--- only if the person prefers the term', 'Latinxs --- pronounced La-teen-ex (US)', 'Latine', 'person with cultural ties to Latin America(...)', 'someone of Latin American descent(...)']","['Latinxs --- pronounced La-teen-ex (US)', 'Latine', '--- only if the person prefers the term', 'people with cultural ties to Latin America(...)', 'people of Latin American descent(...)']","['--- only if the person prefers the term', 'Latinx --- pronounced La-teen-ex (US)', 'Latine', 'person with cultural ties to Latin America(...)', 'someone of Latin American descent(...)', 'Latinxs --- pronounced La-teen-ex (US)', 'Latine']",
latino,s,unconscious_bias,migration,migration,"['Latinx --- pronounced La-teen-ex (US)', 'Latine', '--- only if the person prefers the term', 'Latinxs --- pronounced La-teen-ex (US)', 'Latine', 'person with cultural ties to Latin America(...)', 'someone of Latin American descent(...)']","['Latinxs --- pronounced La-teen-ex (US)', 'Latine', '--- only if the person prefers the term', 'people with cultural ties to Latin America(...)', 'people of Latin American descent(...)']","['--- only if the person prefers the term', 'Latinx --- pronounced La-teen-ex (US)', 'Latine', 'person with cultural ties to Latin America(...)', 'someone of Latin American descent(...)', 'Latinxs --- pronounced La-teen-ex (US)', 'Latine']",
minority,s,unconscious_bias,migration,migration,"['underrepresented group', 'traditionally underrepresented group', 'underrepresented groups', 'traditionally underrepresented groups']","['underrepresented groups', 'traditionally underrepresented groups']","['underrepresented group', 'traditionally underrepresented group', 'underrepresented groups', 'traditionally underrepresented groups']",Minority Ethnic | minority shareholder | minority shareholders | minority enterprise | minority enterprises | minority interest | minority interests | in the minority
crip,s,unconscious_bias,mobility,mobility,"['person with a physical impairment(...)', 'person with a mobility impairment(...)', 'paralyzed person(...)']","['people with physical impairments(...)', 'people with mobility impairments(...)', 'paralyzed people (...)']","['person with a physical impairment(...)', 'person with a mobility impairment(...)', 'paralyzed person(...)']",
gimp,s,unconscious_bias,mobility,mobility,"['someone who walks with a cane(...)', 'person who uses leg braces(...)']","['people who walks with a cane(...)', 'people who uses leg braces(...)']","['someone who walks with a cane(...)', 'person who uses leg braces(...)']",
invalid,s,unconscious_bias,mobility,mobility,"['person with a physical disability(...)', 'person with disabilities(...)', 'someone with a mobility disability(...)']","['people with a physical disability(...)', 'individuals with mobility disabilities(...)', 'people with a mobility disability(...)']","['person with a physical disability(...)', 'person with disabilities(...)', 'someone with a mobility disability(...)']",
bushman,s,unconscious_bias,racist_source,racist_source,"['local', 'aboriginal', 'aborigine', 'indigenous person', 'locals', 'aboriginals', 'aborigines', 'indigenous people']","['locals', 'aboriginals', 'aborigines', 'indigenous people']","['local', 'aboriginal', 'aborigine', 'indigenous person', 'locals', 'aboriginals', 'aborigines', 'indigenous people']",
chinaman,s,unconscious_bias,racist_source,racist_source,"['Chinese', 'someone of Chinese heritage', 'person born in China', 'Chinese', 'people of Chinese heritage', 'people born in China']","['Chinese', 'people of Chinese heritage', 'people born in China']","['Chinese', 'someone of Chinese heritage', 'person born in China', 'Chinese', 'people of Chinese heritage', 'people born in China']",
gypsy,s,unconscious_bias,racist_source,racist_source,"['Sintiza', 'Sintitsa', 'Sinto', 'Romni', 'Rom', 'Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveler communities', 'Sintize and Sinti', 'Romnja and Roma']","['Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveler communities', 'Sintize and Sinti', 'Romnja and Roma']","['Sintiza', 'Sintitsa', 'Sinto', 'Romni', 'Rom', 'Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveler communities', 'Sintize and Sinti', 'Romnja and Roma']",
hispanic,s,unconscious_bias,racist_source,racist_source,"['Latinx --- pronounced La-teen-ex (US)', 'Latine', 'Latino', 'Latina', '-', 'Latinxs --- pronounced La-teen-ex (US)', 'Latinos', 'Latinas', 'Latine', 'person from a Spanish-speaking culture(...)', 'person with ancestors from a Spanish-speaking culture (...)', 'related to Spain, the Spanish language, or Hispanidad(...)']","['Latinxs --- pronounced La-teen-ex (US)', 'Latinos', 'Latinas', 'Latine', '-', 'people from a Spanish-speaking culture(...)', 'people with ancestors from a Spanish-speaking culture (...)', 'related to Spain, the Spanish language, or Hispanidad(...)']","['-', 'Latinx --- pronounced La-teen-ex (US)', 'Latine', 'Latino', 'Latina', 'person from a Spanish-speaking culture(...)', 'person with ancestors from a Spanish-speaking culture (...)', 'related to Spain, the Spanish language, or Hispanidad(...)', 'Latinxs --- pronounced La-teen-ex (US)', 'Latinos', 'Latinas', 'Latine']",
pow-wow,s,unconscious_bias,racist_source,racist_source,"['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']",
sammy,s,unconscious_bias,racist_source,racist_source,"['fruit and vegetable vendor', 'Indian', 'person of Indian descent', 'someone born in India', 'fruit and vegetable vendors', 'Indians', 'people of Indian descent', 'people born in India']","['fruit and vegetable vendors', 'Indians', 'people of Indian descent', 'people born in India']","['fruit and vegetable vendor', 'Indian', 'person of Indian descent', 'someone born in India', 'fruit and vegetable vendors', 'Indians', 'people of Indian descent', 'people born in India']",
slave,s,unconscious_bias,racist_source,racist_source,"['follower --- in technology', 'replica --- in technology', 'subordinate --- in technology', 'human trafficking', 'followers --- in technology', 'replicas --- in technology', 'subordinates --- in technology', 'enslaved person(...)', 'person who was enslaved(...)']","['followers --- in technology', 'replicas --- in technology', 'subordinates --- in technology', 'human trafficking', 'enslaved people(...)', 'people who were enslaved(...)']","['human trafficking', 'follower --- in technology', 'replica --- in technology', 'subordinate --- in technology', 'enslaved person(...)', 'person who was enslaved(...)', 'followers --- in technology', 'replicas --- in technology', 'subordinates --- in technology']",
thug,s,unconscious_bias,racist_source,racist_source,"['suspect', 'criminal', '-', 'suspects', 'criminals', 'someone with a history of violence(...)']","['suspects', 'criminals', '-', 'people with a history of violence(...)']","['-', 'suspect', 'criminal', 'someone with a history of violence(...)', 'suspects', 'criminals']",
tribe,s,unconscious_bias,racist_source,racist_source,"['friend group', 'network', 'community', 'friend groups', 'networks', 'communities']","['friend groups', 'networks', 'communities']","['friend group', 'network', 'community', 'friend groups', 'networks', 'communities']",
whitelist,s,unconscious_bias,racist_source,racist_source,"['allow list', 'pass list', 'include list', 'prefer list', 'allow lists', 'pass lists', 'include lists', 'prefer lists']","['allow lists', 'pass lists', 'include lists', 'prefer lists']","['allow list', 'pass list', 'include list', 'prefer list', 'allow lists', 'pass lists', 'include lists', 'prefer lists']",
wife,s,unconscious_bias,sexual_orientation,sexual_orientation,"['spouse', 'marital partner', 'life partner', 'partner', 'domestic partner', 'significant other', 'better half', 'they', 'spouses', 'marital partners', 'life partners', 'partners', 'domestic partners', 'significant others', 'better halves']","['spouses', 'marital partners', 'life partners', 'partners', 'domestic partners', 'significant others', 'better halves']","['spouse', 'marital partner', 'life partner', 'partner', 'domestic partner', 'significant other', 'better half', 'they', 'spouses', 'marital partners', 'life partners', 'partners', 'domestic partners', 'significant others', 'better halves']",
goal-getter,s,unconscious_bias,sports_terms,sports_terms,"['person who continues despite difficulties(...)', 'person devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'person happy to see (...) through']","['people who continue despite difficulties(...)', 'people devoted to their purposes(...)', 'people who stick to their goals(...)', 'people happy to see (...) through']","['person who continues despite difficulties(...)', 'person devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'person happy to see (...) through']",
eye-opener,s,unconscious_bias,vision,vision,"['shocking', 'real surprise', 'enlightening', 'wake-up call', 'shocking news', 'real surprises', 'wake-up calls', 'startling situation(...)', 'revelation(...)']","['shocking news', 'real surprises', 'wake-up calls', 'startling situations(...)', 'revelations(...)']","['shocking', 'real surprise', 'enlightening', 'wake-up call', 'startling situation(...)', 'revelation(...)', 'shocking news', 'real surprises', 'wake-up calls']",
