Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Migrationshintergrund,s,unconscious_bias,migration,"['Einwanderungsbiografie', 'Einwanderungsgeschichte', 'Migrationsgeschichte', 'mit multinationaler Lebensgeschichte(...)', 'mit multinationaler Biografie(...)']",[],"['Einwanderungsbiografie', 'Einwanderungsgeschichte', 'Migrationsgeschichte', 'mit multinationaler Lebensgeschichte(...)', 'mit multinationaler Biografie(...)']"
Muttersprache,s,unconscious_bias,migration,"['Erstsprache', 'Familiensprache', 'Sprache, in der jemand denkt und träumt(...)', 'Sprache, in der sich jemand am sichersten fühlt(...)']",[],"['Erstsprache', 'Familiensprache', 'Sprache, in der jemand denkt und träumt(...)', 'Sprache, in der sich jemand am sichersten fühlt(...)']"
Armutsflüchtling,s,unconscious_bias,migration,[],[],[]
Armutszuwanderung,s,unconscious_bias,migration,['Arbeitseinwanderung(...)'],[],['Arbeitseinwanderung(...)']
Asylmissbrauch,s,unconscious_bias,migration,"['Asylsuche', 'Asylbetrug --- nur bei Straftat einer Einzelperson']",[],"['Asylsuche', 'Asylbetrug --- nur bei Straftat einer Einzelperson']"
Ausländerfeindlichkeit,s,unconscious_bias,migration,"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']",[],"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']"
Ausländerhass,s,unconscious_bias,migration,"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']",[],"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']"
Ausländerkriminalität,s,unconscious_bias,migration,"['Kriminalität', '((Straftat))']",[],"['Kriminalität', '((Straftat))']"
ausländische Mitbürgerin,a|s,unconscious_bias,migration,['ausländische~r Bürger~in~/~Bürger'],['ausländische Bürger~innen~ und ~Bürger'],"['ausländische~r Bürger~in~/~Bürger', 'ausländische Bürger~innen~ und ~Bürger']"
ausländischer Mitbürger,a|s,unconscious_bias,migration,['ausländische~r Bürger~in~/~Bürger'],['ausländische Bürger~innen~ und ~Bürger'],"['ausländische~r Bürger~in~/~Bürger', 'ausländische Bürger~innen~ und ~Bürger']"
besorgte Bürger,a|s,unconscious_bias,migration,"['Islamfeind~in~/~Islamfeind', 'Rassist~in', 'Verfassungsfeind~in~/~Verfassungsfeind', 'Rechtsradikal~e~/~Rechtsradikaler', 'Rechtsextrem~e~/~Rechtsextremer']","['Islamfeinde', 'Rassisten', 'Verfassungsfeinde Rechtsradikale', 'Rechtsextreme', 'Rassist~innen~ und Rassisten', 'Verfassungsfeind~innen~ und ~Verfassungsfeinde']","['Islamfeind~in~/~Islamfeind', 'Rassist~in', 'Verfassungsfeind~in~/~Verfassungsfeind', 'Rechtsradikal~e~/~Rechtsradikaler', 'Rechtsextrem~e~/~Rechtsextremer', 'Islamfeinde', 'Rassisten', 'Verfassungsfeinde Rechtsradikale', 'Rechtsextreme', 'Rassist~innen~ und Rassisten', 'Verfassungsfeind~innen~ und ~Verfassungsfeinde']"
besorgte Bürgerin,a|s,unconscious_bias,migration,"['Islamfeind~in~/~Islamfeind', 'Rassist~in', 'Verfassungsfeind~in~/~Verfassungsfeind', 'Rechtsradikal~e~/~Rechtsradikaler', 'Rechtsextrem~e~/~Rechtsextremer']","['Islamfeinde', 'Rechtsradikale', 'Rechtsextreme', 'Rassist~innen~ und Rassisten', 'Verfassungsfeind~innen~ und ~Verfassungsfeinde']","['Islamfeind~in~/~Islamfeind', 'Rassist~in', 'Verfassungsfeind~in~/~Verfassungsfeind', 'Rechtsradikal~e~/~Rechtsradikaler', 'Rechtsextrem~e~/~Rechtsextremer', 'Islamfeinde', 'Rechtsradikale', 'Rechtsextreme', 'Rassist~innen~ und Rassisten', 'Verfassungsfeind~innen~ und ~Verfassungsfeinde']"
christlich-jüdische Leitkultur,a|s,unconscious_bias,migration,"['christliche Werte', 'verfassungsgemäße Werte']","['christliche Werte', 'verfassungsgemäße Werte']","['christliche Werte', 'verfassungsgemäße Werte', 'christliche Werte', 'verfassungsgemäße Werte']"
christlich-jüdisches Abendland,a|s,unconscious_bias,migration,"['christliche Werte', 'verfassungsgemäße Werte']",[],"['christliche Werte', 'verfassungsgemäße Werte']"
deutschtürkisch,a,unconscious_bias,migration,['türkeideutsch'],[],['türkeideutsch']
Entwicklungshilfe,s,unconscious_bias,migration,"['Unterstützung', 'Hilfe', 'Zusammenarbeit']",[],"['Unterstützung', 'Hilfe', 'Zusammenarbeit']"
Flüchtlingsflut,s,unconscious_bias,migration,"['Fluchtmigration', 'Einreise von Geflüchteten', 'Fluchtbewegung', '((Zahl)) Schutzsuchende']",[],"['Fluchtmigration', 'Einreise von Geflüchteten', 'Fluchtbewegung', '((Zahl)) Schutzsuchende']"
fremdenfeindlich,a,unconscious_bias,migration,"['rassistisch', 'menschenfeindlich', 'rechtsextrem']",[],"['rassistisch', 'menschenfeindlich', 'rechtsextrem']"
Fremdenfeindlichkeit,s,unconscious_bias,migration,"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']",[],"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']"
gescheiterte Integration,a|s,unconscious_bias,migration,"['transkulturelle Kultur', 'Transkulturalität', 'kulturelle Pluralität', 'diverse Lebensformen und Lebensstile']",[],"['transkulturelle Kultur', 'Transkulturalität', 'kulturelle Pluralität', 'diverse Lebensformen und Lebensstile']"
illegale Arbeitskraft,a|s,unconscious_bias,migration,"['Pfuscher --- Österreich', 'nicht angemeldete Arbeitnehmer~in~/~Arbeitnehmer']","['Pfuscher --- Österreich', 'nicht angemeldete Arbeitnehmer~innen~ und ~Arbeitnehmer']","['Pfuscher --- Österreich', 'nicht angemeldete Arbeitnehmer~in~/~Arbeitnehmer', 'Pfuscher --- Österreich', 'nicht angemeldete Arbeitnehmer~innen~ und ~Arbeitnehmer']"
illegale Einwanderin,a|s,unconscious_bias,migration,"['Mensch mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~in~/~Migrant', 'Mensch mit Migrationsgeschichte(...)']","['Menschen mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~innen~ und ~Migranten', 'Menschen mit Migrationsgeschichte(...)']","['Mensch mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~in~/~Migrant', 'Mensch mit Migrationsgeschichte(...)', 'Menschen mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~innen~ und ~Migranten', 'Menschen mit Migrationsgeschichte(...)']"
illegaler Einwanderer,a|s,unconscious_bias,migration,"['Mensch mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~in~/~Migrant', 'Mensch mit Migrationsgeschichte(...)']","['Menschen mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~innen~ und ~Migranten', 'Menschen mit Migrationsgeschichte(...)']","['Mensch mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~in~/~Migrant', 'Mensch mit Migrationsgeschichte(...)', 'Menschen mit unklarem Aufenthaltsstatus', 'Geflüchtete', 'Migrant~innen~ und ~Migranten', 'Menschen mit Migrationsgeschichte(...)']"
Integrationsverweigerer,s,unconscious_bias,migration,"['diverse Lebensformen und Lebensstile', '-']",['-'],"['-', 'diverse Lebensformen und Lebensstile']"
Lügenpresse,s,unconscious_bias,migration,"['Presse', 'Medien']",[],"['Presse', 'Medien']"
Meinungsdiktatur,s,unconscious_bias,migration,"['Konsens', 'verfassungsgemäße Debatte']",[],"['Konsens', 'verfassungsgemäße Debatte']"
Migrant,s,unconscious_bias,migration,['Mensch mit Migrationsgeschichte(...)'],[],['Mensch mit Migrationsgeschichte(...)']
mit türkischen Wurzeln,|a|s,unconscious_bias,migration,"['aus der Türkei eingewandert', 'hat eine türkische Familiengeschichte', 'in der Türkei geboren']",[],"['aus der Türkei eingewandert', 'hat eine türkische Familiengeschichte', 'in der Türkei geboren']"
muttersprachlich,a|s,unconscious_bias,migration,"['in der Erstsprache', 'bezogen auf die Erstsprache', 'in der Familiensprache', 'bezogen auf die Familiensprache']",[],"['in der Erstsprache', 'bezogen auf die Erstsprache', 'in der Familiensprache', 'bezogen auf die Familiensprache']"
nichtdeutsche Herkunftssprache,a|s,unconscious_bias,migration,"['mehrsprachig', '--- Sprache nennen']",['--- Sprache nennen'],"['--- Sprache nennen', 'mehrsprachig']"
Rechtspopulismus,s,unconscious_bias,migration,"['autoritär-nationalradikal', 'rechtsradikal', 'in Teilen rechtsextrem']",[],"['autoritär-nationalradikal', 'rechtsradikal', 'in Teilen rechtsextrem']"
rechtspopulistisch,a,unconscious_bias,migration,"['autoritär-nationalradikal', 'rechtsradikal', 'in Teilen rechtsextrem']",[],"['autoritär-nationalradikal', 'rechtsradikal', 'in Teilen rechtsextrem']"
Scheinasylant,s,unconscious_bias,migration,['-'],['-'],['-']
sicheres Herkunftsland,a|s,unconscious_bias,migration,['von der Regierung als sicher eingestuftes Land'],['von der Regierung als sicher eingestufte Länder'],"['von der Regierung als sicher eingestuftes Land', 'von der Regierung als sicher eingestufte Länder']"
südländisch,a,unconscious_bias,migration,['--- nicht auf Menschen beziehen'],['--- nicht auf Menschen beziehen'],['--- nicht auf Menschen beziehen']
türkischstämmig,a,unconscious_bias,migration,"['türkeistämmig', '--- nur erwähnen, falls relevant']","['--- nur erwähnen, falls relevant']","['--- nur erwähnen, falls relevant', 'türkeistämmig']"
überfremdet,a,unconscious_bias,migration,"['transkulturell', 'pluralistisch', 'divers', '-']",['-'],"['-', 'transkulturell', 'pluralistisch', 'divers']"
Überfremdung,s,unconscious_bias,migration,"['Transkulturalität', 'Pluralisierung', 'Einwanderungsgesellschaft', 'Einwanderungsland']",[],"['Transkulturalität', 'Pluralisierung', 'Einwanderungsgesellschaft', 'Einwanderungsland']"
Wir Deutschen,~s|s,unconscious_bias,migration,['In Deutschland'],[],['In Deutschland']
Xenophobie,s,unconscious_bias,migration,['Rassismus'],[],['Rassismus']
zensieren,v,unconscious_bias,migration,"['eine journalistische Auswahl treffen --- in Medien', 'an Empathie appellieren --- im Journalismus']",[],"['eine journalistische Auswahl treffen --- in Medien', 'an Empathie appellieren --- im Journalismus']"
Zensur,s,unconscious_bias,migration,"['Treffen einer journalistischen Auswahl --- in Medien', 'Appell an Empathie --- im Journalismus']",[],"['Treffen einer journalistischen Auswahl --- in Medien', 'Appell an Empathie --- im Journalismus']"
aus der Schusslinie nehmen,||s|v,unconscious_bias,military_source,"['unterstützen', 'in Schutz nehmen', 'eine schützende Hand halten über(...)', 'unter seinen persönlichen Schutz stellen(...)', '(jemandem etwas ...) vom Hals halten']",[],"['unterstützen', 'in Schutz nehmen', 'eine schützende Hand halten über(...)', 'unter seinen persönlichen Schutz stellen(...)', '(jemandem etwas ...) vom Hals halten']"
aus der Schusslinie ziehen,||s|v,unconscious_bias,military_source,"['vor Angriffen schützen', 'vor Kritik in Schutz nehmen', 'eine schützende Hand halten über(...)', 'unter seinen persönlichen Schutz stellen(...)', '(jemandem etwas ...) vom Hals halten']",[],"['vor Angriffen schützen', 'vor Kritik in Schutz nehmen', 'eine schützende Hand halten über(...)', 'unter seinen persönlichen Schutz stellen(...)', '(jemandem etwas ...) vom Hals halten']"
schwere Geschütze auffahren,a|s|v,unconscious_bias,military_source,"['heftige Kritik äußern(...)', 'gewichtige Gegenargumente vorbringen(...)', '(sich) mit Kritik nicht zurückhalten(...)']",[],"['heftige Kritik äußern(...)', 'gewichtige Gegenargumente vorbringen(...)', '(sich) mit Kritik nicht zurückhalten(...)']"
fahren schwere Geschütze auf,v|a|s|,unconscious_bias,military_source,"['heftige Kritik äußern(...)', 'gewichtige Gegenargumente vorbringen(...)', '(sich) mit Kritik nicht zurückhalten(...)']",[],"['heftige Kritik äußern(...)', 'gewichtige Gegenargumente vorbringen(...)', '(sich) mit Kritik nicht zurückhalten(...)']"
schweres Geschütz auffahren,a|s|v,unconscious_bias,military_source,"['heftige Kritik geäußert(...)', 'gewichtige Gegenargumente vorgebracht(...)', '(sich) mit Kritik nicht zurückgehalten(...)']",[],"['heftige Kritik geäußert(...)', 'gewichtige Gegenargumente vorgebracht(...)', '(sich) mit Kritik nicht zurückgehalten(...)']"
fahren schweres Geschütz auf,v|a|s|,unconscious_bias,military_source,"['heftige Kritik geäußert(...)', 'gewichtige Gegenargumente vorgebracht(...)', '(sich) mit Kritik nicht zurückgehalten(...)']",[],"['heftige Kritik geäußert(...)', 'gewichtige Gegenargumente vorgebracht(...)', '(sich) mit Kritik nicht zurückgehalten(...)']"
Guerilla-Marketing,s,unconscious_bias,military_source,"['kostengünstige unkonventionelle Werbestrategie(...)', 'parasitäres Marketing(...)', 'Trittbrettfahren(...)', 'erfrischende, provokante Werbe-Maßnahmen(...)', 'Werbung, die auf Überraschungen und ungewöhnliche Interaktionen setzt,(...)']",[],"['kostengünstige unkonventionelle Werbestrategie(...)', 'parasitäres Marketing(...)', 'Trittbrettfahren(...)', 'erfrischende, provokante Werbe-Maßnahmen(...)', 'Werbung, die auf Überraschungen und ungewöhnliche Interaktionen setzt,(...)']"
auf Vordermann bringen,|s|v,unconscious_bias,military_source,"['für Ordnung sorgen', 'instandsetzen', 'aufräumen', 'offen Erwartungen kommunizieren']",[],"['für Ordnung sorgen', 'instandsetzen', 'aufräumen', 'offen Erwartungen kommunizieren']"
bringen auf Vordermann,|s|v,unconscious_bias,military_source,"['für Ordnung sorgen', 'instandsetzen', 'aufräumen', 'offen Erwartungen kommunizieren']",[],"['für Ordnung sorgen', 'instandsetzen', 'aufräumen', 'offen Erwartungen kommunizieren']"
aus der Schusslinie,||s,unconscious_bias,military_source,"['aus der Gefahr', 'aus einer prekären Situation', 'zur Seite']",[],"['aus der Gefahr', 'aus einer prekären Situation', 'zur Seite']"
aus der Schusslinie gehen,||s|v,unconscious_bias,military_source,"['ausweichen', 'sich schützen', 'sich in Sicherheit bringen', 'aus dem Weg gehen']",[],"['ausweichen', 'sich schützen', 'sich in Sicherheit bringen', 'aus dem Weg gehen']"
aus der Schusslinie sein,||s|v,unconscious_bias,military_source,"['vor Angriffen geschützt sein', 'auf der sicheren Seite sein', 'von Kritik verschont werden']",[],"['vor Angriffen geschützt sein', 'auf der sicheren Seite sein', 'von Kritik verschont werden']"
die Flinte ins Korn werfen,|s||s|v,unconscious_bias,military_source,"['aufgeben', 'alles hinwerfen', 'sich entmutigen lassen']",[],"['aufgeben', 'alles hinwerfen', 'sich entmutigen lassen']"
werfen die Flinte ins Korn,v||s||s,unconscious_bias,military_source,"['aufgeben', 'alles hinwerfen', 'sich entmutigen lassen']",[],"['aufgeben', 'alles hinwerfen', 'sich entmutigen lassen']"
im Schild führen,|s|v,unconscious_bias,military_source,['einen Plan haben'],[],['einen Plan haben']
führen die im Schild,v|s||s,unconscious_bias,military_source,['einen Plan haben'],[],['einen Plan haben']
in der Schusslinie,||s,unconscious_bias,military_source,"['heftiger Kritik ausgesetzt', 'Anfechtungen ausgesetzt']",[],"['heftiger Kritik ausgesetzt', 'Anfechtungen ausgesetzt']"
in die Schusslinie geraten,||s|v,unconscious_bias,military_source,"['Kritik auf sich ziehen', 'Anfechtungen ausgesetzt sein', 'in etwas hineingezogen werden', 'sich eine Blöße geben']",[],"['Kritik auf sich ziehen', 'Anfechtungen ausgesetzt sein', 'in etwas hineingezogen werden', 'sich eine Blöße geben']"
Kollateralschaden,s,unconscious_bias,military_source,"['Nebenwirkung', 'unbeabsichtigter Schaden', 'in Kauf genommener Verlust']",[],"['Nebenwirkung', 'unbeabsichtigter Schaden', 'in Kauf genommener Verlust']"
Marschroute,s,unconscious_bias,military_source,"['Route', 'Weg', 'Vorgehen', 'strategische Richtung']",[],"['Route', 'Weg', 'Vorgehen', 'strategische Richtung']"
sich am Riemen reißen,||s|v,unconscious_bias,military_source,['zusammennehmen'],[],['zusammennehmen']
an den Rollstuhl gefesselt,||s|a,unconscious_bias,mobility,"['nutzt einen Rollstuhl --- nur erwähnen, wenn relevant', 'im Rollstuhl sitzt', 'benutzt den Rollstuhl', 'fährt Rollstuhl', 'im Rollstuhl unterwegs ist']",[],"['nutzt einen Rollstuhl --- nur erwähnen, wenn relevant', 'im Rollstuhl sitzt', 'benutzt den Rollstuhl', 'fährt Rollstuhl', 'im Rollstuhl unterwegs ist']"
sein im Rollstuhl,v||s,unconscious_bias,mobility,"['benutzt einen Rollstuhl --- nur erwähnen, wenn relevant']",[],"['benutzt einen Rollstuhl --- nur erwähnen, wenn relevant']"
im Rollstuhl sein,|s|v,unconscious_bias,mobility,"['benutzt einen Rollstuhl --- nur erwähnen, wenn relevant']",[],"['benutzt einen Rollstuhl --- nur erwähnen, wenn relevant']"
lahm,a,unconscious_bias,mobility,"['gehbehindert', 'mobilitätseingeschränkt', 'Person mit Gehbehinderung(...)', 'Mensch mit Mobilitätseinschränkung(...)', 'Person mit körperlicher Behinderung(...)']",[],"['gehbehindert', 'mobilitätseingeschränkt', 'Person mit Gehbehinderung(...)', 'Mensch mit Mobilitätseinschränkung(...)', 'Person mit körperlicher Behinderung(...)']"
Herrenrasse,s,unconscious_bias,nazi_language,"['-', 'Gruppe, die aus ihrer Hautfarbe oder Abstammung einen Überlegenheits- und Herrschaftsanspruch ableitet --- rassistische Ideologie(...)']",['-'],"['-', 'Gruppe, die aus ihrer Hautfarbe oder Abstammung einen Überlegenheits- und Herrschaftsanspruch ableitet --- rassistische Ideologie(...)']"
Herrenvolk,s,unconscious_bias,nazi_language,"['-', 'Gruppe, die aus ihrer Hautfarbe oder Abstammung einen Überlegenheits- und Herrschaftsanspruch ableitet --- rassistische Ideologie(...)']",['-'],"['-', 'Gruppe, die aus ihrer Hautfarbe oder Abstammung einen Überlegenheits- und Herrschaftsanspruch ableitet --- rassistische Ideologie(...)']"
unwertes Leben,a|s,unconscious_bias,nazi_language,"['-', 'im dritten Reich verfolgte Menschen mit Behinderungen(...)']",['-'],"['-', 'im dritten Reich verfolgte Menschen mit Behinderungen(...)']"
Ballastexistenz,s,unconscious_bias,nazi_language,"['-', 'im Nationalsozialismus verfolgter Mensch mit Behinderungen(...)']",['-'],"['-', 'im Nationalsozialismus verfolgter Mensch mit Behinderungen(...)']"
Vernichtung lebensunwerten Lebens,s|a|s,unconscious_bias,nazi_language,"['-', 'systematische Psychatriemorde im Nationalsozialismus(...)', 'systematische Ermordung von Menschen mit Behinderungen im Nationalsozialismus(...)']",['-'],"['-', 'systematische Psychatriemorde im Nationalsozialismus(...)', 'systematische Ermordung von Menschen mit Behinderungen im Nationalsozialismus(...)']"
ausmerzen,v,unconscious_bias,nazi_language,['beseitigen'],[],['beseitigen']
Reichskristallnacht,s,unconscious_bias,nazi_language,"['Pogromnacht', 'Novemberpogrome']",[],"['Pogromnacht', 'Novemberpogrome']"
Gaskammer,s,unconscious_bias,nazi_language,"['Anlage zum Töten mit Gas', '-']",['-'],"['-', 'Anlage zum Töten mit Gas']"
Entjudung,s,unconscious_bias,nazi_language,"['Holocaust', 'Massenmord', 'Genozid', 'Völkermord', '-']",['-'],"['-', 'Holocaust', 'Massenmord', 'Genozid', 'Völkermord']"
Endlösung,s,unconscious_bias,nazi_language,"['Holocaust', 'Massenmord', 'Genozid', 'Völkermord', '-']",['-'],"['-', 'Holocaust', 'Massenmord', 'Genozid', 'Völkermord']"
Sippenhaftung,s,unconscious_bias,nazi_language,"['Verfolgung von Verwandten', '-']",['-'],"['-', 'Verfolgung von Verwandten']"
Arbeitslager,s,unconscious_bias,nazi_language,"['Vernichtungslager', 'Konzentrationslager', '-']",['-'],"['-', 'Vernichtungslager', 'Konzentrationslager']"
Volksempfänger,s,unconscious_bias,nazi_language,"['Radio', '-']",['-'],"['-', 'Radio']"
Volkskanzler,s,unconscious_bias,nazi_language,"['Kanzler', '-']",['-'],"['-', 'Kanzler']"
Rassenhygiene,s,unconscious_bias,nazi_language,"['Rassismus', '-']",['-'],"['-', 'Rassismus']"
ethnische Herkunft,a|s,unconscious_bias,racist_source,"['Nationalität', 'gemeinsame Herkunft (Geschichte, Geburtsland, Sprache, Kultur, …)(...)']",[],"['Nationalität', 'gemeinsame Herkunft (Geschichte, Geburtsland, Sprache, Kultur, …)(...)']"
Bananenrepublik,s,unconscious_bias,racist_source,"['korrupter Staat(...)', 'dysfunktionale Verwaltung(...)', 'Land mit dysfunktionalen Strukturen(...)']",[],"['korrupter Staat(...)', 'dysfunktionale Verwaltung(...)', 'Land mit dysfunktionalen Strukturen(...)']"
barbarisch,a,unconscious_bias,racist_source,"['brutal', 'unmenschlich', 'menschenfeindlich', 'gewaltig', 'überwältigend', '-']",['-'],"['-', 'brutal', 'unmenschlich', 'menschenfeindlich', 'gewaltig', 'überwältigend']"
Dreads,s,unconscious_bias,racist_source,['Dreadlocks'],[],['Dreadlocks']
Dschungel,s,unconscious_bias,racist_source,"['Bürokratie', 'Labyrinth', 'dichter Wald', 'rechtloser Raum', 'tropischer Regenwald']",[],"['Bürokratie', 'Labyrinth', 'dichter Wald', 'rechtloser Raum', 'tropischer Regenwald']"
Eskimo,s,unconscious_bias,racist_source,"['Inuit', 'Yupik', 'Kalaallit --- Grönland', 'Person, die sich zu den indigenen Völkern Sibiriens zählt(...)', 'Person, die sich den indigenen Völkern Alaskas zählt(...)', 'Person, die sich zu den Völkern der nördlichen Polarregion zählt(...)']",[],"['Inuit', 'Yupik', 'Kalaallit --- Grönland', 'Person, die sich zu den indigenen Völkern Sibiriens zählt(...)', 'Person, die sich den indigenen Völkern Alaskas zählt(...)', 'Person, die sich zu den Völkern der nördlichen Polarregion zählt(...)']"
Ethnie,s,unconscious_bias,racist_source,['Nationalität'],[],['Nationalität']
ethnisch,a,unconscious_bias,racist_source,"['--- nicht auf Menschen beziehen', 'rassistisch', 'rassifiziert', 'staatsbürgerlich', '-']",['-'],"['-', '--- nicht auf Menschen beziehen', 'rassistisch', 'rassifiziert', 'staatsbürgerlich']"
Ethnopluralismus,s,unconscious_bias,racist_source,"['Diversität', 'Transkulturalität', 'Rassismus', 'Rechtsextremismus']",[],"['Diversität', 'Transkulturalität', 'Rassismus', 'Rechtsextremismus']"
exotisch,a,unconscious_bias,racist_source,"['--- nicht auf Menschen beziehen', 'ausgefallen', 'ungewöhnlich', 'eindrucksvoll', 'markant', '-']",['-'],"['-', '--- nicht auf Menschen beziehen', 'ausgefallen', 'ungewöhnlich', 'eindrucksvoll', 'markant']"
Fahrendes Volk,=a|s,unconscious_bias,racist_source,"['Reisende', '-']","['Reisende', '-']","['-', 'Reisende', 'Reisende']"
Häuptling,s,unconscious_bias,racist_source,"['Oberhaupt', 'Führer*in', 'Führungskraft', 'Geschäftsleitung']",[],"['Oberhaupt', 'Führer*in', 'Führungskraft', 'Geschäftsleitung']"
Heimatschutz,s,unconscious_bias,racist_source,['Umweltschutz'],[],['Umweltschutz']
Indianergeheul,s,unconscious_bias,racist_source,['lautes Geheul'],[],['lautes Geheul']
Indianerkleidung,s,unconscious_bias,racist_source,['Lederkleidung mit Fransen'],[],['Lederkleidung mit Fransen']
Indianerschmuck,s,unconscious_bias,racist_source,['Stirnband mit Federn'],[],['Stirnband mit Federn']
Indianertanz,s,unconscious_bias,racist_source,['ausgelassene Tänze um ein Feuer'],[],['ausgelassene Tänze um ein Feuer']
Kriegsbemalung,s,unconscious_bias,racist_source,"['Gesichtsbemalung', 'Schminke']",[],"['Gesichtsbemalung', 'Schminke']"
Marterpfahl,s,unconscious_bias,racist_source,['Totempfahl'],[],['Totempfahl']
Master,s,unconscious_bias,racist_source,"['Main --- in Technology', 'Default --- in Technology', 'Primary --- in Technology', 'Quellsystem --- in Technology', 'Leitserver --- in Technologyy', 'Leitsystem --- in Technology', 'Leiteinheit --- in Technology']",[],"['Main --- in Technology', 'Default --- in Technology', 'Primary --- in Technology', 'Quellsystem --- in Technology', 'Leitserver --- in Technologyy', 'Leitsystem --- in Technology', 'Leiteinheit --- in Technology']"
Mischehe,s,unconscious_bias,racist_source,"['binationale Ehe', 'multinationale Ehe', 'interreligiöse Ehe']",[],"['binationale Ehe', 'multinationale Ehe', 'interreligiöse Ehe']"
Nomadin,s,unconscious_bias,racist_source,"['Mensch, der ein Nomadenleben führt', 'Wandervogel', 'Angehörige eines Hirtenvolks', 'Angehörige eines Reitervolks', '-']",['-'],"['-', 'Mensch, der ein Nomadenleben führt', 'Wandervogel', 'Angehörige eines Hirtenvolks', 'Angehörige eines Reitervolks']"
Pfeil und Bogen,s,unconscious_bias,racist_source,"['Waffen', 'Jagdwaffen']",[],"['Waffen', 'Jagdwaffen']"
rassig,a,unconscious_bias,racist_source,"['aufregend', 'ungewöhnlich', 'ausgefallen', 'reizvoll', '--- nicht auf Menschen beziehen']",['--- nicht auf Menschen beziehen'],"['--- nicht auf Menschen beziehen', 'aufregend', 'ungewöhnlich', 'ausgefallen', 'reizvoll']"
schwarzafrikanisch,a,unconscious_bias,racist_source,"['nordafrikanisch', 'ostafrikanisch', 'westafrikanisch', 'südafrikanisch', 'vom afrikanischen Kontinent', '--- Region oder Land nennen']",['--- Region oder Land nennen'],"['--- Region oder Land nennen', 'nordafrikanisch', 'ostafrikanisch', 'westafrikanisch', 'südafrikanisch', 'vom afrikanischen Kontinent']"
Slave,s,unconscious_bias,racist_source,"['Follower --- in Technologie', 'Replikat --- in Technologie', 'Folgesystem --- in Technologie', 'Folgeserver --- in Datenbank-Technologie']",[],"['Follower --- in Technologie', 'Replikat --- in Technologie', 'Folgesystem --- in Technologie', 'Folgeserver --- in Datenbank-Technologie']"
Tomahawks,s,unconscious_bias,racist_source,"['Axt', 'Beil', 'Kriegsaxt']",[],"['Axt', 'Beil', 'Kriegsaxt']"
Verschwörungstheorie,s,unconscious_bias,racist_source,"['Verschwörungsideologie', 'Verschwörungserzählung']",[],"['Verschwörungsideologie', 'Verschwörungserzählung']"
Zigeuner-Sauce,s,unconscious_bias,racist_source,['Ungarische Würzsauce'],[],['Ungarische Würzsauce']
Zigeunersprache,s,unconscious_bias,racist_source,"['Romani', 'Romanes', 'Sintikanes']",[],"['Romani', 'Romanes', 'Sintikanes']"
Gender-Hype,s,unconscious_bias,sexual_orientation,"['Gendergerechtigkeit', 'Geschlechterdiversität', 'aktuelle Diskussion zu Gender-Mainstreaming']",[],"['Gendergerechtigkeit', 'Geschlechterdiversität', 'aktuelle Diskussion zu Gender-Mainstreaming']"
Hinter jedem erfolgreichen Mann stehen eine starke Frau,||a|s|v||a|s,unconscious_bias,sexual_orientation,['Hinter jedem Erfolg steht ein gutes Team'],[],['Hinter jedem Erfolg steht ein gutes Team']
Homo-Ehe,s,unconscious_bias,sexual_orientation,['Ehe für alle'],[],['Ehe für alle']
Mädchenname,s,unconscious_bias,sexual_orientation,['Geburtsname'],[],['Geburtsname']
Paradiesvogel,s,unconscious_bias,sexual_orientation,['authentischer Mensch'],[],['authentischer Mensch']
stumm,a,unconscious_bias,speech,"['gebärdend', 'nutzt Gebärdensprache', 'Gebärdensprache nutzend', 'Mensch mit Mutismus(...)', 'jemand, der gebärdet(...)', 'Mutismus(...)', 'ruhig(...)', 'zugeknöpft(...)', 'wortkarg(...)', 'schweigsam(...)', 'mundfaul(...)']",[],"['gebärdend', 'nutzt Gebärdensprache', 'Gebärdensprache nutzend', 'Mensch mit Mutismus(...)', 'jemand, der gebärdet(...)', 'Mutismus(...)', 'ruhig(...)', 'zugeknöpft(...)', 'wortkarg(...)', 'schweigsam(...)', 'mundfaul(...)']"
