Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Wettbewerber,s,gendered,function,"['Mitbewerber~in~/~Mitbewerber', 'Firma, die auf dem selben Markt ihre Kompetenz einsetzt(...)', 'am selben Markt teilnehmende Person(...)', 'Firma, die sich im selben Segment engagiert(...)', 'jemand, der auf dieselben Meilensteine hinarbeitet(...)', 'Person, die sich für dieselbe Stelle engagiert(...)', 'Markt(...)']",['Marktteilnehmende'],"['Mitbewerber~in~/~Mitbewerber', 'Firma, die auf dem selben Markt ihre Kompetenz einsetzt(...)', 'am selben Markt teilnehmende Person(...)', 'Firma, die sich im selben Segment engagiert(...)', 'jemand, der auf dieselben Meilensteine hinarbeitet(...)', 'Person, die sich für dieselbe Stelle engagiert(...)', 'Markt(...)', 'Marktteilnehmende']"
Konstrukteur,s,gendered,titles,"['Konstrukteur~in~/~Konstrukteur', 'Konstruktion(...)']",['Konstrukteur~innen~ und ~Konstrukteure'],"['Konstrukteur~in~/~Konstrukteur', 'Konstruktion(...)', 'Konstrukteur~innen~ und ~Konstrukteure']"
Scrum Master,|,gendered,titles,"['Scrum Master~in~/~Master', '(der/die) agile Coach(...)', 'Scrum Mastering(...)', 'agiles Coaching(...)']",['Scrum Master~innen~ und ~Master'],"['Scrum Master~in~/~Master', '(der/die) agile Coach(...)', 'Scrum Mastering(...)', 'agiles Coaching(...)', 'Scrum Master~innen~ und ~Master']"
Raucherpause,s,gendered,advanced_hidden_image,['Zigarettenpause'],['Zigarettenpausen'],"['Zigarettenpause', 'Zigarettenpausen']"
Vorgesetzter,s,gendered,leadership,"['Leitungsperson', 'Führungsperson', 'Vorgesetzt~e~/~Vorgesetzter']","['Leitungspersonen', 'Führungsperson', 'Personalverantwortliche']","['Leitungsperson', 'Führungsperson', 'Vorgesetzt~e~/~Vorgesetzter', 'Leitungspersonen', 'Führungsperson', 'Personalverantwortliche']"
Rezeptionist,s,gendered,titles,"['Empfangskraft', 'Rezeptionist~in~/~Rezeptionist']",['Rezeptionist~innen~ und ~Rezeptionisten'],"['Empfangskraft', 'Rezeptionist~in~/~Rezeptionist', 'Rezeptionist~innen~ und ~Rezeptionisten']"
Plattenleger,s,gendered,titles,['Plattenleger~in~/~Plattenleger'],['Plattenleger~innen~ und ~Plattenleger'],"['Plattenleger~in~/~Plattenleger', 'Plattenleger~innen~ und ~Plattenleger']"
Tochterfirma,s,gendered,advanced_hidden_image,"['Niederlassung', 'Geschäftsstelle', 'Filiale', 'Untergesellschaft', 'eigenständiges, aber wirtschaftlich unselbständiges Unternehmen']","['Niederlassungen', 'Geschäftsstellen', 'Filialen', 'Untergesellschaften', 'eigenständige, aber wirtschaftlich unselbständige Unternehmen']","['Niederlassung', 'Geschäftsstelle', 'Filiale', 'Untergesellschaft', 'eigenständiges, aber wirtschaftlich unselbständiges Unternehmen', 'Niederlassungen', 'Geschäftsstellen', 'Filialen', 'Untergesellschaften', 'eigenständige, aber wirtschaftlich unselbständige Unternehmen']"
Betriebsarzt,s,gendered,titles,"['Betriebsärztin~Betriebsarzt', 'betriebsärztliche Untersuchung(...)']",['Betriebsärzt~innen~ und ~Betriebsärzte'],"['Betriebsärztin~Betriebsarzt', 'betriebsärztliche Untersuchung(...)', 'Betriebsärzt~innen~ und ~Betriebsärzte']"
Abgeordneter,s,gendered,titles,['Abgeordnet~e~/~Abgeordneter'],['Abgeordnete'],"['Abgeordnet~e~/~Abgeordneter', 'Abgeordnete']"
Mediamatiker,s,gendered,titles,"['Mediamatiker~in~/~Mediamatiker', 'Mediamatik(...)']",['Mediamatiker~innen~ und ~Mediamatiker'],"['Mediamatiker~in~/~Mediamatiker', 'Mediamatik(...)', 'Mediamatiker~innen~ und ~Mediamatiker']"
Führerschaft,s,gendered,advanced_hidden_image,"['Leitung', 'Team-Anleitung', 'Team-Lenkung', 'Lenkung', 'Management', 'Person, die die Vision kommuniziert(...)', 'Person, die ihr Team unterstützt und coacht(...)', 'Person, die mit Rat und Tat zur Seite steht(...)']",[],"['Leitung', 'Team-Anleitung', 'Team-Lenkung', 'Lenkung', 'Management', 'Person, die die Vision kommuniziert(...)', 'Person, die ihr Team unterstützt und coacht(...)', 'Person, die mit Rat und Tat zur Seite steht(...)']"
Bürgersteig,s,gendered,advanced_hidden_image,"['Gehsteig', 'Trottoir', 'Gehweg']","['Gehsteige', 'Gehwege']","['Gehsteig', 'Trottoir', 'Gehweg', 'Gehsteige', 'Gehwege']"
Lehrtochter,s,gendered,female_stereotype,"['Nachwuchskraft', 'Azubi', 'Auszubildend~e~/~Auszubildender', 'Person in Ausbildung(...)', 'auszubildende Person(...)', 'lernende Person(...)', 'Ausbildung(...)', 'Lehre(...)']","['Lernende', 'Auszubildende', 'Personen in Ausbildung(...)', 'auszubildende Personen(...)', 'lernende Personen(...)']","['Nachwuchskraft', 'Azubi', 'Auszubildend~e~/~Auszubildender', 'Person in Ausbildung(...)', 'auszubildende Person(...)', 'lernende Person(...)', 'Ausbildung(...)', 'Lehre(...)', 'Lernende', 'Auszubildende', 'Personen in Ausbildung(...)', 'auszubildende Personen(...)', 'lernende Personen(...)']"
Automatiker,s,gendered,titles,"['Automatiker~in~/~Automatiker', 'Automatisierung(...)']",['Automatiker~innen~ und ~Automatiker'],"['Automatiker~in~/~Automatiker', 'Automatisierung(...)', 'Automatiker~innen~ und ~Automatiker']"
Orthopädist,s,gendered,titles,"['Orthopäd~in~/~Orthopäde', 'Orthopädist~in~/~Orthopädist', 'Orthopädie(...)', 'orthopädische Praxis(...)']","['Orthopäd~innen~ und ~Orthopäden', 'Orthopädist~innen~ und ~Orthopädisten']","['Orthopäd~in~/~Orthopäde', 'Orthopädist~in~/~Orthopädist', 'Orthopädie(...)', 'orthopädische Praxis(...)', 'Orthopäd~innen~ und ~Orthopäden', 'Orthopädist~innen~ und ~Orthopädisten']"
Rednerliste,s,gendered,advanced_hidden_image,['Redeliste'],['Redelisten'],"['Redeliste', 'Redelisten']"
Steinsetzer,s,gendered,titles,['Steinsetzer~in~/~Steinsetzer'],['Steinsetzer~innen~ und ~Steinsetzer'],"['Steinsetzer~in~/~Steinsetzer', 'Steinsetzer~innen~ und ~Steinsetzer']"
Expertentum,s,gendered,advanced_hidden_image,"['Fachwissen', 'Sachverstand']",[],"['Fachwissen', 'Sachverstand']"
Kontrolleur,s,gendered,titles,"['Kontrolleur~in~/~Kontrolleur', 'Kontrolle(...)']",['Kontrolleur~innen~ und ~Kontrolleure'],"['Kontrolleur~in~/~Kontrolleur', 'Kontrolle(...)', 'Kontrolleur~innen~ und ~Kontrolleure']"
Hausmeister,s,gendered,titles,['Hausmeister~in~/~Hausmeister'],['Hausmeister~innen~ und ~Hausmeister'],"['Hausmeister~in~/~Hausmeister', 'Hausmeister~innen~ und ~Hausmeister']"
Eisenbahner,s,gendered,titles,['Eisenbahner~in~/~Eisenbahner'],['Eisenbahner~innen~ und ~Eisenbahner'],"['Eisenbahner~in~/~Eisenbahner', 'Eisenbahner~innen~ und ~Eisenbahner']"
Nationalrat,s,gendered,function,"['Nationalratsmitglied', 'Nationalrätin~Nationalrat']","['Nationalratsmitglieder', 'Nationalrät~innen~ und ~Nationalräte']","['Nationalratsmitglied', 'Nationalrätin~Nationalrat', 'Nationalratsmitglieder', 'Nationalrät~innen~ und ~Nationalräte']"
Telematiker,s,gendered,titles,"['Telematiker~in~/~Telematiker', 'Telematik(...)']",['Telematiker~innen~ und ~Telematiker'],"['Telematiker~in~/~Telematiker', 'Telematik(...)', 'Telematiker~innen~ und ~Telematiker']"
Biochemiker,s,gendered,titles,"['Biochemiker~in~/~Biochemiker', 'Biochemie(...)', 'biochemische Forschung(...)']",['Biochemiker~innen~ und ~Biochemiker'],"['Biochemiker~in~/~Biochemiker', 'Biochemie(...)', 'biochemische Forschung(...)', 'Biochemiker~innen~ und ~Biochemiker']"
Arbeitgeber,s,gendered,function,"['Arbeitgeberin --- wenn GmbH, Einzelfirma oder AG', 'Arbeitgeber~in~/~Arbeitgeber', 'arbeitgebende Firma(...)', 'beschäftigende Unternehmen(...)', 'Person, die Arbeitsplätze zur Verfügung stellt(...)', 'Einrichtung, die Menschen beschäftigt(...)']","['Arbeitgebende', 'Arbeitgeber~innen~ und ~Arbeitgeber', 'Arbeitgeberin --- wenn GmbH, Einzelfirma oder AG(...)']","['Arbeitgeberin --- wenn GmbH, Einzelfirma oder AG', 'Arbeitgeber~in~/~Arbeitgeber', 'arbeitgebende Firma(...)', 'beschäftigende Unternehmen(...)', 'Person, die Arbeitsplätze zur Verfügung stellt(...)', 'Einrichtung, die Menschen beschäftigt(...)', 'Arbeitgebende', 'Arbeitgeber~innen~ und ~Arbeitgeber', 'Arbeitgeberin --- wenn GmbH, Einzelfirma oder AG(...)']"
Buchhändler,s,gendered,titles,"['Buchhändler~in~/~Buchhändler', 'Buchhandel(...)', 'Buchhandlung(...)']",['Buchhändler~innen~ und ~Buchhändler'],"['Buchhändler~in~/~Buchhändler', 'Buchhandel(...)', 'Buchhandlung(...)', 'Buchhändler~innen~ und ~Buchhändler']"
Mittelsmann,s,gendered,titles,"['Mittelsperson', 'Mittler~in~/~Mittler', 'Person, die helfend vermittelt(...)', 'Person, die vermittelnd (zwischen Personen, Parteien, ...) auftritt', 'Vermittlung(...)']","['Mittler~innen~ und ~Mittler', 'Personen, die helfend vermitteln(...)', 'Personen, die vermittelnd (zwischen Personen, Parteien, ...) auftreten']","['Mittelsperson', 'Mittler~in~/~Mittler', 'Person, die helfend vermittelt(...)', 'Person, die vermittelnd (zwischen Personen, Parteien, ...) auftritt', 'Vermittlung(...)', 'Mittler~innen~ und ~Mittler', 'Personen, die helfend vermitteln(...)', 'Personen, die vermittelnd (zwischen Personen, Parteien, ...) auftreten']"
Front-Ender,s,gendered,titles,"['Frontend-Entwickler~in~/~Frontend-Entwickler', 'Person, die den technischen Oberbau entwickelt(...)', 'Front-End-Entwicklung(...)']","['Frontend-Entwickler~innen~ und ~Frontend-Entwickler', 'Personen, die den technischen Oberbau entwickeln (...)']","['Frontend-Entwickler~in~/~Frontend-Entwickler', 'Person, die den technischen Oberbau entwickelt(...)', 'Front-End-Entwicklung(...)', 'Frontend-Entwickler~innen~ und ~Frontend-Entwickler', 'Personen, die den technischen Oberbau entwickeln (...)']"
Botschafter,s,gendered,titles,"['Botschafter~in~/~Botschafter', 'vermittelnde Person(...)', 'vertretende Person(...)', 'Botschaft(...)', 'Vertretung(...)']","['Botschafter~innen~ und ~Botschafter', 'vermittelnde Personen(...)', 'vertretende Personen(...)']","['Botschafter~in~/~Botschafter', 'vermittelnde Person(...)', 'vertretende Person(...)', 'Botschaft(...)', 'Vertretung(...)', 'Botschafter~innen~ und ~Botschafter', 'vermittelnde Personen(...)', 'vertretende Personen(...)']"
Reparateur,s,gendered,titles,"['Reparateur~in~/~Reparateur', 'Reparatur(...)']",['Reparateur~innen~ und ~Reparateure'],"['Reparateur~in~/~Reparateur', 'Reparatur(...)', 'Reparateur~innen~ und ~Reparateure']"
Teilnehmer,s,gendered,function_base,"['Teilnehmer~in~/~Teilnehmer', '~Teilnahme(...)', 'teilgenommen haben(...)', 'teilnehmen werden(...)']","['~Teilnehmende', 'Teilnehmer~innen~ und ~Teilnehmer']","['Teilnehmer~in~/~Teilnehmer', '~Teilnahme(...)', 'teilgenommen haben(...)', 'teilnehmen werden(...)', '~Teilnehmende', 'Teilnehmer~innen~ und ~Teilnehmer']"
Zimmermann,s,gendered,titles,"['Zimmereifachkraft', 'Zimmerfrau~Zimmermann', 'Zimmerei(...)']",['Zimmerfrauen~Zimmermänner'],"['Zimmereifachkraft', 'Zimmerfrau~Zimmermann', 'Zimmerei(...)', 'Zimmerfrauen~Zimmermänner']"
Researcher,s,gendered,titles,"['Researcher~in~/~Researcher', 'Forscher~in~/~Forscher', 'Researchteam', 'Person, die recherchiert(...)', 'Person, die forscht(...)', 'Research(...)', 'Forschung(...)']","['Recherchierende', 'Forschende', 'Researcher~innen~ und ~Researcher', 'Forscher~innen~ und ~Forscher', 'Researchteam', 'Personen, die recherchieren(...)', 'Personen, die forschen(...)']","['Researcher~in~/~Researcher', 'Forscher~in~/~Forscher', 'Person, die recherchiert(...)', 'Person, die forscht(...)', 'Research(...)', 'Forschung(...)', 'Researchteam', 'Recherchierende', 'Forschende', 'Researcher~innen~ und ~Researcher', 'Forscher~innen~ und ~Forscher', 'Personen, die recherchieren(...)', 'Personen, die forschen(...)']"
Seilbahner,s,gendered,titles,"['Seilbahner~in~/~Seilbahner', 'Seilbahn(...)']",['Seilbahner~innen~ und ~Seilbahner'],"['Seilbahner~in~/~Seilbahner', 'Seilbahn(...)', 'Seilbahner~innen~ und ~Seilbahner']"
Mittelmann,s,gendered,titles,"['Mittelsperson', 'Mittler~in~/~Mittler', 'Person, die helfend vermittelt(...)', 'Person, die vermittelnd (zwischen Personen, Parteien, ...) auftritt', 'Vermittlung(...)']","['Mittler~innen~ und ~Mittler', 'Personen, die helfend vermitteln(...)', 'Personen, die vermittelnd (zwischen Personen, Parteien, ...) auftreten']","['Mittelsperson', 'Mittler~in~/~Mittler', 'Person, die helfend vermittelt(...)', 'Person, die vermittelnd (zwischen Personen, Parteien, ...) auftritt', 'Vermittlung(...)', 'Mittler~innen~ und ~Mittler', 'Personen, die helfend vermitteln(...)', 'Personen, die vermittelnd (zwischen Personen, Parteien, ...) auftreten']"
Arzthelfer,s,gendered,titles,['Arzthelfer~in~/~Arzthelfer'],['Arzthelfer~innen~ und ~Arzthelfer'],"['Arzthelfer~in~/~Arzthelfer', 'Arzthelfer~innen~ und ~Arzthelfer']"
PR-Manager,s,gendered,titles,['PR-Manager~in~/~PR-Manager'],['PR-Manager~innen~ und ~PR-Manager'],"['PR-Manager~in~/~PR-Manager', 'PR-Manager~innen~ und ~PR-Manager']"
Pflästerer,s,gendered,titles,"['Pflästerer~in~/~Pflästerer', 'Pflästerei(...)']",['Pflästerer~innen~ und ~Pflästerer'],"['Pflästerer~in~/~Pflästerer', 'Pflästerei(...)', 'Pflästerer~innen~ und ~Pflästerer']"
Back-Ender,s,gendered,titles,"['Backend-Entwickler~in~/~Backend-Entwickler', 'Person, die den technischen Unterbau entwickelt(...)', 'Person, die das Back-End baut(...)', 'Back-End-Entwicklung(...)']","['Backend-Entwickler~innen~ und ~Backend-Entwickler', 'Personen, die den technischen Unterbau entwickeln(...)', 'Personen, die das Back-End bauen(...)']","['Backend-Entwickler~in~/~Backend-Entwickler', 'Person, die den technischen Unterbau entwickelt(...)', 'Person, die das Back-End baut(...)', 'Back-End-Entwicklung(...)', 'Backend-Entwickler~innen~ und ~Backend-Entwickler', 'Personen, die den technischen Unterbau entwickeln(...)', 'Personen, die das Back-End bauen(...)']"
Carrossier,s,gendered,titles,"['Carrossier~in~/~Carrossier', 'Carrosserie(...)', 'Autowerkstatt(...)']",['Carrossier~innen~ und ~Carrossiers'],"['Carrossier~in~/~Carrossier', 'Carrosserie(...)', 'Autowerkstatt(...)', 'Carrossier~innen~ und ~Carrossiers']"
Psychologe,s,gendered,titles_base,"['Psychologin~Psychologe', '~Psychologie(...)']",['Psycholog~innen~ und ~Psychologen'],"['Psychologin~Psychologe', '~Psychologie(...)', 'Psycholog~innen~ und ~Psychologen']"
Consultant,s,gendered,titles,"['Konsultant~in~/~Konsultant', 'Berater~in~/~Berater', 'von Berufs wegen beratende Person(...)', 'Consulting(...)', 'Beratung(...)']","['Konsultant~innen~ und ~Konsultanten', 'beratende Personen(...)', 'von Berufs wegen beratende Personen(...)']","['Konsultant~in~/~Konsultant', 'Berater~in~/~Berater', 'von Berufs wegen beratende Person(...)', 'Consulting(...)', 'Beratung(...)', 'Konsultant~innen~ und ~Konsultanten', 'beratende Personen(...)', 'von Berufs wegen beratende Personen(...)']"
Controller,s,gendered,titles,"['Kostenkontrollkraft', 'Finanzfachkraft', 'Controlling-Fachkraft', 'Controller~in~/~Controller', 'Controlling(...)']","['Kostenkontrollkräfte', 'Finanzfachkräfte', 'Controller~innen~ und ~Controller']","['Kostenkontrollkraft', 'Finanzfachkraft', 'Controlling-Fachkraft', 'Controller~in~/~Controller', 'Controlling(...)', 'Kostenkontrollkräfte', 'Finanzfachkräfte', 'Controller~innen~ und ~Controller']"
Dachdecker,s,gendered,titles,"['Dachdecker~in~/~Dachdecker', 'Dachdeckerei(...)']","['Dachdeckende', 'Dachdecker~innen~ und ~Dachdecker']","['Dachdecker~in~/~Dachdecker', 'Dachdeckerei(...)', 'Dachdeckende', 'Dachdecker~innen~ und ~Dachdecker']"
Herrschaft,s,gendered,advanced_hidden_image,"['Staat', 'Regierung', 'Lenkung', 'Leitung']","['Leute', 'Gäste', 'Kundschaft', 'Mitwirkende', 'Freunde', 'liebe Leute', 'alle miteinander', 'liebe Gäste']","['Staat', 'Regierung', 'Lenkung', 'Leitung', 'Leute', 'Gäste', 'Kundschaft', 'Mitwirkende', 'Freunde', 'liebe Leute', 'alle miteinander', 'liebe Gäste']"
Geomatiker,s,gendered,titles,"['Fachkraft für Geoinformation', 'Geomatiker~in~/~Geomatiker', 'Geomatik-Team', 'Person, die Geodaten erhebt und verarbeitet(...)', 'Geomatik(...)', 'Geoinformationstechnik(...)']","['Geomatiker~innen~ und ~Geomatiker', 'Geomatik-Team', 'Leute, die Geodaten erheben und verarbeiten(...)']","['Fachkraft für Geoinformation', 'Geomatiker~in~/~Geomatiker', 'Person, die Geodaten erhebt und verarbeitet(...)', 'Geomatik(...)', 'Geoinformationstechnik(...)', 'Geomatik-Team', 'Geomatiker~innen~ und ~Geomatiker', 'Leute, die Geodaten erheben und verarbeiten(...)']"
Mannschaft,s,gendered,hidden_image,"['Team', 'Equipe', 'Gruppe']","['Teams', 'Gruppen']","['Team', 'Equipe', 'Gruppe', 'Teams', 'Gruppen']"
Mannstunde,s,gendered,advanced_hidden_image,"['Personenstunde', 'Arbeitsstunde', 'Personalstunde']","['Personenstunden', 'Arbeitsstunden', 'Personalstunden']","['Personenstunde', 'Arbeitsstunde', 'Personalstunde', 'Personenstunden', 'Arbeitsstunden', 'Personalstunden']"
Instructor,s,gendered,titles,"['Lehrkraft', 'Coach', 'Instructor~in~/~Instructor', 'Kurstrainer~in~/~Kurstrainer', 'Lehre(...)', 'Training(...)', 'Ausbildung(...)']","['Instructor~innen~ und ~Instructor', 'Kurstrainer~innen~ und ~Kurstrainer']","['Lehrkraft', 'Coach', 'Instructor~in~/~Instructor', 'Kurstrainer~in~/~Kurstrainer', 'Lehre(...)', 'Training(...)', 'Ausbildung(...)', 'Instructor~innen~ und ~Instructor', 'Kurstrainer~innen~ und ~Kurstrainer']"
Logistiker,s,gendered,titles,"['Logistiker~in~/~Logistiker', 'Logistik(...)']",['Logistiker~innen~ und ~Logistiker'],"['Logistiker~in~/~Logistiker', 'Logistik(...)', 'Logistiker~innen~ und ~Logistiker']"
Zulieferer,s,gendered,function,"['Zulieferung', 'Zulieferfirma', 'zulieferndes Unternehmen', 'Zulieferunternehmen', 'Zuliefer~in~/~Zulieferer']",['Zuliefernde'],"['Zulieferung', 'Zulieferfirma', 'zulieferndes Unternehmen', 'Zulieferunternehmen', 'Zuliefer~in~/~Zulieferer', 'Zuliefernde']"
Verfechter,s,gendered,function_base,"['Verfechter~in~/~Verfechter', 'Person, die für (...) eintritt', 'Person, die sich engagiert(...)', 'Verfechten von ((Maßnahme, Vorgehensweise, ...))']","['~Verfechtende', 'Verfechter~innen~ und ~Verfechter', 'Personen, die für (...) eintreten', 'Personen, die sich engagieren(...)']","['Verfechter~in~/~Verfechter', 'Person, die für (...) eintritt', 'Person, die sich engagiert(...)', 'Verfechten von ((Maßnahme, Vorgehensweise, ...))', '~Verfechtende', 'Verfechter~innen~ und ~Verfechter', 'Personen, die für (...) eintreten', 'Personen, die sich engagieren(...)']"
Kosmetiker,s,gendered,titles,"['Kosmetiker~in~/~Kosmetiker', 'Kosmetik(...)']",['Kosmetiker~innen~ und ~Kosmetiker'],"['Kosmetiker~in~/~Kosmetiker', 'Kosmetik(...)', 'Kosmetiker~innen~ und ~Kosmetiker']"
Generalist,s,gendered,titles,"['Multitalent', 'Generalist~in~/~Generalist', 'Mensch, der vielseitig begabt/interessiert ist(...)', 'fachlich breit aufgestellter Mensch(...)']","['Multitalente', 'Generalist~innen~ und ~Generalisten', 'Menschen, die vielseitig begabt/interessiert sind(...)', 'fachlich breit aufgestellte Menschen(...)']","['Multitalent', 'Generalist~in~/~Generalist', 'Mensch, der vielseitig begabt/interessiert ist(...)', 'fachlich breit aufgestellter Mensch(...)', 'Multitalente', 'Generalist~innen~ und ~Generalisten', 'Menschen, die vielseitig begabt/interessiert sind(...)', 'fachlich breit aufgestellte Menschen(...)']"
Vorkämpfer,s,gendered,function,"['Inspiration', 'Leitbild', 'Vorkämpfer~in~/~Vorkämpfer', 'Wegbereiter~in~/~Wegbereiter', 'Mensch, der eine gemeinsame Vision verkörpert(...)', 'jemand, der sich für Ideen engagiert(...)', 'jemand, der sich für eine Vision begeistert(...)', 'Wegbereitung(...)']","['Inspiration', 'Leitbild', 'Vorkämpfer~innen~ und ~Vorkämpfer', 'Wegbereiter~innen~ und ~Wegbereiter', 'Menschen, die eine gemeinsame Vision verkörpern(...)', 'Leute, die sich für Ideen engagieren(...)', 'alle, die sich für eine Vision begeistern(...)']","['Inspiration', 'Leitbild', 'Vorkämpfer~in~/~Vorkämpfer', 'Wegbereiter~in~/~Wegbereiter', 'Mensch, der eine gemeinsame Vision verkörpert(...)', 'jemand, der sich für Ideen engagiert(...)', 'jemand, der sich für eine Vision begeistert(...)', 'Wegbereitung(...)', 'Inspiration', 'Leitbild', 'Vorkämpfer~innen~ und ~Vorkämpfer', 'Wegbereiter~innen~ und ~Wegbereiter', 'Menschen, die eine gemeinsame Vision verkörpern(...)', 'Leute, die sich für Ideen engagieren(...)', 'alle, die sich für eine Vision begeistern(...)']"
Rednerpult,s,gendered,advanced_hidden_image,['Redepult'],['Redepulte'],"['Redepult', 'Redepulte']"
Marmorist,s,gendered,titles,['Marmorist~in~/~Marmorist'],['Marmorist~innen~ und ~Marmorist'],"['Marmorist~in~/~Marmorist', 'Marmorist~innen~ und ~Marmorist']"
Redakteur,s,gendered,titles_base,"['Redakteur~in~/~Redakteur', '~Redaktion(...)']",['Redakteur~innen~ und ~Redakteure'],"['Redakteur~in~/~Redakteur', '~Redaktion(...)', 'Redakteur~innen~ und ~Redakteure']"
jedermann,s,gendered,advanced_hidden_image,"['Alle', 'alle miteinander', 'allerseits', 'Durchschnittsmensch', 'Jed~e~/~Jeder']","['alle', 'Durchschnittsmenschen', 'alle miteinander', 'allerseits']","['Alle', 'alle miteinander', 'allerseits', 'Durchschnittsmensch', 'Jed~e~/~Jeder', 'alle', 'Durchschnittsmenschen', 'alle miteinander', 'allerseits']"
Vaterland,s,gendered,advanced_hidden_image,"['Herkunftsland', 'Ursprungsland', 'Heimat']",[],"['Herkunftsland', 'Ursprungsland', 'Heimat']"
Apotheker,s,gendered,titles,['Apotheker~in~/~Apotheker'],['Apotheker~innen~ und ~Apotheker'],"['Apotheker~in~/~Apotheker', 'Apotheker~innen~ und ~Apotheker']"
Antisemit,s,gendered,function,['Antisemit~in/~Antisemit'],['Antisemit~innen~ und ~Antisemiten'],"['Antisemit~in/~Antisemit', 'Antisemit~innen~ und ~Antisemiten']"
Busfahrer,s,gendered,titles,['Busfahrer~in~/~Busfahrer'],['Busfahrer~innen~ und ~Busfahrer'],"['Busfahrer~in~/~Busfahrer', 'Busfahrer~innen~ und ~Busfahrer']"
Polisseur,s,gendered,titles,['Polisseuse~Polisseur'],['Polisseus~en~ und ~Polisseure'],"['Polisseuse~Polisseur', 'Polisseus~en~ und ~Polisseure']"
Steinmetz,s,gendered,titles,['Steinmetz~in~/~Steinmetz'],['Steinmetz~innen~ und ~Steinmetze'],"['Steinmetz~in~/~Steinmetz', 'Steinmetz~innen~ und ~Steinmetze']"
Recyclist,s,gendered,titles,"['Recyclist~in~/~Recyclist', 'Recycling(...)']",['Recyclist~innen~ und ~Recyclisten'],"['Recyclist~in~/~Recyclist', 'Recycling(...)', 'Recyclist~innen~ und ~Recyclisten']"
Glasmaler,s,gendered,titles,"['Glasmaler~in~/~Glasmaler', 'Glasmalerei(...)']","['Glasmalende', 'Glasmaler~innen~ und ~Glasmaler']","['Glasmaler~in~/~Glasmaler', 'Glasmalerei(...)', 'Glasmalende', 'Glasmaler~innen~ und ~Glasmaler']"
Gastgeber,s,gendered,function,"['Gastgebende', 'Gastgeber~in~/~Gastgeber', 'Person, die eingeladen hat(...)', 'bewirtet werden ((Gästenamen)) von ((Name))(...)']","['Einladende', 'Gastgebende', 'Gastgeber~innen~ und ~Gastgeber', 'Leute, die eingeladen haben(...)', 'bewirtet werden ((Gästenamen)) von ((Namen))(...)']","['Gastgebende', 'Gastgeber~in~/~Gastgeber', 'Person, die eingeladen hat(...)', 'bewirtet werden ((Gästenamen)) von ((Name))(...)', 'Einladende', 'Gastgebende', 'Gastgeber~innen~ und ~Gastgeber', 'Leute, die eingeladen haben(...)', 'bewirtet werden ((Gästenamen)) von ((Namen))(...)']"
Keramiker,s,gendered,titles,"['Keramiker~in~/~Keramiker', 'Keramik(...)']",['Keramiker~innen~ und ~Keramiker'],"['Keramiker~in~/~Keramiker', 'Keramik(...)', 'Keramiker~innen~ und ~Keramiker']"
Konzepter,s,gendered,titles,"['Konzepter~in~/~Konzepter', 'Konzeption(...)']",['Konzepter~innen~ und ~Konzepter'],"['Konzepter~in~/~Konzepter', 'Konzeption(...)', 'Konzepter~innen~ und ~Konzepter']"
Forstwart,s,gendered,titles,"['Forstwart~in~/~Forstwart', 'Fachkraft in der Waldbewirtschaftung(...)', 'Forstwartung(...)']","['Forstwartende', 'Forstwart~innen~ und ~Forstwarte', 'Fachkräfte in der Waldbewirtschaftung(...)']","['Forstwart~in~/~Forstwart', 'Fachkraft in der Waldbewirtschaftung(...)', 'Forstwartung(...)', 'Forstwartende', 'Forstwart~innen~ und ~Forstwarte', 'Fachkräfte in der Waldbewirtschaftung(...)']"
Lackierer,s,gendered,titles,"['Lackierer~in~/~Lackierer', 'Lackierung(...)', 'Lackierbetrieb(...)']",['Lackierer~innen~ und ~Lackierer'],"['Lackierer~in~/~Lackierer', 'Lackierung(...)', 'Lackierbetrieb(...)', 'Lackierer~innen~ und ~Lackierer']"
Lokführer,s,gendered,titles,"['Lokführer~in~/~Lokführer', 'Lokführung(...)']",['Lokführer~innen~ und ~Lokführer'],"['Lokführer~in~/~Lokführer', 'Lokführung(...)', 'Lokführer~innen~ und ~Lokführer']"
Einkäufer,s,gendered,function_base,"['Einkäufer~in~/~Einkäufer', '~Einkauf(...)']","['~Einkaufende', 'Einkäufer~innen~ und ~Einkäufer']","['Einkäufer~in~/~Einkäufer', '~Einkauf(...)', '~Einkaufende', 'Einkäufer~innen~ und ~Einkäufer']"
Bundesrat,s,gendered,function,"['Bundesratsmitglied', 'Bundesrätin~Bundesrat']","['Bundesratsmitglieder', 'Bundesrät~innen~ und ~Bundesräte']","['Bundesratsmitglied', 'Bundesrätin~Bundesrat', 'Bundesratsmitglieder', 'Bundesrät~innen~ und ~Bundesräte']"
Confiseur,s,gendered,titles,"['Confiseur~in~/~Confiseur', 'Confiserie(...)']",['Confiseur~innen~ und ~Confiseure'],"['Confiseur~in~/~Confiseur', 'Confiserie(...)', 'Confiseur~innen~ und ~Confiseure']"
