Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Top-Scorer,s,unconscious_bias,sports_terms,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Mensch, der Meilensteine erreichen will(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)']","['Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']","['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Mensch, der Meilensteine erreichen will(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']"
Topscorer,s,unconscious_bias,sports_terms,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Mensch, der Meilensteine erreichen will(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)']","['Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']","['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Mensch, der Meilensteine erreichen will(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']"
Torjäger,s,unconscious_bias,sports_terms,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Torjäger~in~/~Torjäger', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Mensch, der Meilensteine erreichen will(...)', 'Person, die Gelegenheiten für das Team erkennt und nutzt(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)']","['Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Torjäger~innen~ und ~Torjäger', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']","['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Torjäger~in~/~Torjäger', 'Mensch, der Meilensteine erreichen will(...)', 'Person, die Gelegenheiten für das Team erkennt und nutzt(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Torjäger~innen~ und ~Torjäger', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']"
Torschützenkönig,s,unconscious_bias,sports_terms,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Torschützenkönig~in~/~Torschützenkönig', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Mensch, der Meilensteine erreichen will(...)', 'Person, die Gelegenheiten für das Team erkennt und nutzt(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)']","['Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Torschützenkönig~innen~ und ~Torschützenkönige', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']","['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Torschützenkönig~in~/~Torschützenkönig', 'Mensch, der Meilensteine erreichen will(...)', 'Person, die Gelegenheiten für das Team erkennt und nutzt(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)', 'Tatmenschen', 'strebsame Menschen', 'fleißige Leute', 'umsetzungsfreudige Menschen', 'tatkräftige Leute', 'Torschützenkönig~innen~ und ~Torschützenkönige', 'Menschen, die Meilensteine erreichen wollen(...)', 'Menschen, die Aufgaben engagiert angehen(...)', 'Leute, die mit dem Team gemeinsame Ziele umsetzen(...)', 'alle, die mit dem Team Aufgaben engagiert anpacken(...)', 'Leute, die unternehmerisch denken(...)', 'alle, die Ziele mit Elan umsetzen(...)']"
Wettkampf,s,unconscious_bias,agentic,"['Gelegenheiten, Kompetenz einzusetzen', 'kontinuierliches Hinarbeiten auf gemeinsame Meilensteine', 'Engagements für gemeinsame Ziele', 'Gelegenheiten zum Einsatz für gesteckte Ziele', 'Momente der Motivation durch Leute, die auf dieselben Ziele hinarbeiten', 'Gelegenheit, Kompetenz einzusetzen(...)', 'Hinarbeiten auf Meilensteine(...)', 'Engagement für Ziele(...)', 'Einsatz für Ziele(...)', 'Motivation durch Leute, die auf dieselben Ziele hinarbeiten(...)']","['Gelegenheiten, Kompetenz einzusetzen', 'kontinuierliches Hinarbeiten auf gemeinsame Meilensteine', 'Engagements für gemeinsame Ziele', 'Gelegenheiten zum Einsatz für gesteckte Ziele', 'Momente der Motivation durch Leute, die auf dieselben Ziele hinarbeiten']","['Gelegenheit, Kompetenz einzusetzen(...)', 'Hinarbeiten auf Meilensteine(...)', 'Engagement für Ziele(...)', 'Einsatz für Ziele(...)', 'Motivation durch Leute, die auf dieselben Ziele hinarbeiten(...)', 'Gelegenheiten, Kompetenz einzusetzen', 'kontinuierliches Hinarbeiten auf gemeinsame Meilensteine', 'Engagements für gemeinsame Ziele', 'Gelegenheiten zum Einsatz für gesteckte Ziele', 'Momente der Motivation durch Leute, die auf dieselben Ziele hinarbeiten']"
Wilde,s,unconscious_bias,racist_source,"['Einheimische~r', 'Person, die sich nicht an Konventionen hält(...)', 'jemand, der sich nicht anpasst(...)']","['Leute, die sich nicht an Regeln halten(...)', 'Leute, die sich nicht anpassen(...)']","['Einheimische~r', 'Person, die sich nicht an Konventionen hält(...)', 'jemand, der sich nicht anpasst(...)', 'Leute, die sich nicht an Regeln halten(...)', 'Leute, die sich nicht anpassen(...)']"
Wilder,s,unconscious_bias,racist_source,"['Einheimische~r', 'Person, die sich nicht an Konventionen hält(...)', 'jemand, der sich nicht anpasst(...)']","['Leute, die sich nicht an Regeln halten(...)', 'Leute, die sich nicht anpassen(...)']","['Einheimische~r', 'Person, die sich nicht an Konventionen hält(...)', 'jemand, der sich nicht anpasst(...)', 'Leute, die sich nicht an Regeln halten(...)', 'Leute, die sich nicht anpassen(...)']"
Wirtschaftsflüchtling,s,unconscious_bias,migration,"['Mensch mit Migrationshintergrund', '-']","['-', 'Menschen mit Migrationshintergrund(...)']","['-', 'Mensch mit Migrationshintergrund', 'Menschen mit Migrationshintergrund(...)']"
Zeichensprache,s,unconscious_bias,speech,"['Gebärdensprache --- Sprache nennen (ÖGS, DGS, DSGS, ASL)', '\n', 'Gebärdensprachen --- Sprachen nennen (ÖGS, DGS, DSGS, ASL)']","['Gebärdensprachen --- Sprachen nennen (ÖGS, DGS, DSGS, ASL)', '\n']","['\n', 'Gebärdensprache --- Sprache nennen (ÖGS, DGS, DSGS, ASL)', 'Gebärdensprachen --- Sprachen nennen (ÖGS, DGS, DSGS, ASL)']"
Zigeuner,s,unconscious_bias,racist_source,"['Rom~ni~/~Rom', 'Sint~iza~/~Sinto', 'Sint~eza~/~Sinto']","['Sinti~ze~/~Sinti und Rom~nja~/~Roma', 'Rom~nja~ und ~Roma', 'Sinti~ze~ und ~Sinti']","['Rom~ni~/~Rom', 'Sint~iza~/~Sinto', 'Sint~eza~/~Sinto', 'Sinti~ze~/~Sinti und Rom~nja~/~Roma', 'Rom~nja~ und ~Roma', 'Sinti~ze~ und ~Sinti']"
Zigeunerin,s,unconscious_bias,racist_source,"['Rom~ni', 'Sint~iza']","['Rom~nja', 'Sinti~ze']","['Rom~ni', 'Sint~iza', 'Rom~nja', 'Sinti~ze']"
